Id,Weather
532,0
533,0
534,1
535,0
536,1
537,0
538,1
539,1
540,0
541,0
542,1
543,0
544,0
545,1
546,0
547,0
548,1
549,0
550,1
551,0
552,0
553,0
554,0
555,0
556,1
557,0
558,0
559,1
560,0
561,0
562,0
563,1
564,1
565,1
566,0
567,0
568,0
569,0
570,0
571,1
572,0
573,0
574,0
575,1
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,0
585,0
586,1
587,0
588,0
589,1
590,0
591,0
592,0
593,0
594,0
595,0
596,1
597,1
598,1
599,0
600,0
601,1
602,0
603,1
604,0
605,0
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,1
617,0
618,0
619,0
620,1
621,0
622,0
623,0
624,0
625,1
626,1
627,0
628,1
629,0
630,1
631,0
632,0
633,0
634,0
635,0
636,1
637,0
638,1
639,1
640,0
641,1
642,0
643,0
644,0
645,0
646,0
647,0
648,1
649,0
650,0
651,0
652,0
653,1
654,0
655,1
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,1
666,0
667,1
668,0
669,0
670,0
671,0
672,1
673,0
674,1
675,1
676,1
677,1
678,0
679,1
680,0
681,1
682,0
683,1
684,0
685,0
686,0
687,0
688,1
689,1
690,1
691,1
692,0
693,0
694,1
695,1
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,1
711,0
712,0
713,0
714,0
715,0
716,1
717,1
718,0
719,0
720,0
721,0
722,1
723,0
724,0
725,0
726,0
727,1
728,0
729,0
730,0
731,0
732,0
733,0
734,1
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,1
745,0
746,0
747,0
748,0
749,0
750,0
751,1
752,0
753,1
754,0
755,0
756,0
757,0
758,1
759,0
760,0
761,0
762,1
763,0
764,0
765,0
766,0
767,0
768,1
769,1
770,0
771,0
772,1
773,1
774,1
775,0
776,0
777,0
778,0
779,1
780,1
781,1
782,0
783,0
784,0
785,0
786,1
787,0
788,1
789,0
790,0
791,0
792,0
793,1
794,0
795,1
796,0
797,1
798,0
799,0
800,1
801,1
802,0
803,1
804,0
805,0
806,0
807,0
808,1
809,0
810,0
811,0
812,1
813,0
814,1
815,0
816,0
817,0
818,0
819,1
820,0
821,0
822,1
823,0
824,1
825,0
826,1
827,1
828,1
829,0
830,0
831,0
832,0
833,0
834,1
835,0
836,0
837,0
838,0
839,0
840,0
841,1
842,0
843,1
844,1
845,0
846,0
847,1
848,0
849,1
850,0
851,1
852,0
853,1
854,1
855,0
856,1
857,1
858,0
859,1
860,1
861,0
862,1
863,0
864,1
865,0
866,0
867,1
868,1
869,0
870,0
871,0
872,1
873,0
874,0
875,0
876,0
877,0
878,1
879,0
880,0
881,0
882,1
883,0
884,0
885,1
886,0
887,0
888,0
889,0
890,0
891,1
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,1
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,1
913,1
914,0
915,0
916,0
917,0
918,1
919,1
920,1
921,1
922,0
923,1
924,1
925,0
926,0
927,0
928,0
929,1
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,1
940,1
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,1
954,0
955,1
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,1
964,0
965,0
966,1
967,0
968,0
969,1
970,0
971,0
972,1
973,0
974,0
975,0
976,0
977,0
978,1
979,0
980,1
981,0
982,0
983,0
984,0
985,0
986,1
987,1
988,1
989,0
990,0
991,0
992,0
993,0
994,1
995,0
996,0
997,0
998,1
999,1
1000,0
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,0
1014,1
1015,0
1016,0
1017,0
1018,1
1019,0
1020,0
1021,0
1022,0
1023,0
1024,1
1025,1
1026,1
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,1
1034,0
1035,1
1036,1
1037,0
1038,1
1039,1
1040,0
1041,1
1042,0
1043,0
1044,1
1045,1
1046,0
1047,0
1048,1
1049,0
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,0
1057,0
1058,0
1059,0
1060,1
1061,1
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,0
1069,0
1070,1
1071,0
1072,0
1073,1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,1
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,1
1089,0
1090,0
1091,1
1092,0
1093,1
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,1
1103,1
1104,1
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,1
1116,1
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,1
1126,0
1127,0
1128,0
1129,0
1130,1
1131,1
1132,0
1133,0
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,1
1148,0
1149,0
1150,0
1151,0
1152,1
1153,1
1154,1
1155,1
1156,0
1157,1
1158,0
1159,0
1160,0
1161,1
1162,1
1163,0
1164,0
1165,0
1166,0
1167,0
1168,1
1169,0
1170,0
1171,0
1172,1
1173,1
1174,1
1175,0
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,1
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,1
1201,1
1202,1
1203,1
1204,0
1205,0
1206,0
1207,1
1208,1
1209,0
1210,0
1211,1
1212,0
1213,1
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,1
1224,0
1225,0
1226,1
1227,1
1228,0
1229,0
1230,0
1231,1
1232,0
1233,1
1234,0
1235,1
1236,1
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,1
1245,0
1246,1
1247,0
1248,1
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,1
1260,0
1261,0
1262,1
1263,0
1264,1
1265,1
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,1
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,1
1288,0
1289,1
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,1
1297,1
1298,0
1299,0
1300,0
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,0
1308,0
1309,1
1310,0
1311,0
1312,1
1313,1
1314,0
1315,1
1316,0
1317,0
1318,1
1319,0
1320,1
1321,0
1322,0
1323,0
1324,0
1325,1
1326,1
1327,0
1328,1
1329,0
1330,0
1331,0
1332,1
1333,1
1334,1
1335,0
1336,1
1337,0
1338,0
1339,0
1340,1
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,1
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,1
1364,0
1365,1
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,1
1384,1
1385,1
1386,0
1387,0
1388,1
1389,0
1390,0
1391,0
1392,0
1393,0
1394,1
1395,0
1396,0
1397,0
1398,1
1399,0
1400,0
1401,0
1402,1
1403,1
1404,0
1405,0
1406,1
1407,1
1408,0
1409,1
1410,1
1411,1
1412,1
1413,0
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,1
1435,1
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,1
1443,0
1444,0
1445,1
1446,0
1447,0
1448,0
1449,0
1450,1
1451,0
1452,1
1453,0
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,1
1474,0
1475,0
1476,0
1477,0
1478,1
1479,0
1480,1
1481,0
1482,1
1483,1
1484,0
1485,0
1486,0
1487,0
1488,1
1489,0
1490,0
1491,0
1492,0
1493,1
1494,0
1495,1
1496,1
1497,0
1498,0
1499,0
1500,0
1501,1
1502,0
1503,1
1504,0
1505,1
1506,0
1507,1
1508,1
1509,0
1510,0
1511,0
1512,1
1513,0
1514,0
1515,0
1516,0
1517,0
1518,1
1519,0
1520,0
1521,0
1522,0
1523,0
1524,1
1525,0
1526,0
1527,1
1528,0
1529,1
1530,1
1531,0
1532,0
1533,0
1534,0
1535,1
1536,1
1537,0
1538,1
1539,0
1540,1
1541,0
1542,1
1543,1
1544,1
1545,1
1546,0
1547,1
1548,1
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,0
1558,1
1559,1
1560,0
1561,1
1562,0
1563,0
1564,1
1565,1
1566,0
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,1
1574,0
1575,0
1576,0
1577,1
1578,0
1579,1
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,1
1588,1
1589,1
1590,1
1591,0
1592,0
1593,0
1594,1
1595,1
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,1
1613,0
1614,0
1615,0
1616,1
1617,0
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,1
1625,0
1626,0
1627,0
1628,0
1629,1
1630,0
1631,1
1632,1
1633,0
1634,1
1635,1
1636,1
1637,0
1638,0
1639,1
1640,0
1641,0
1642,0
1643,0
1644,0
1645,1
1646,1
1647,1
1648,0
1649,1
1650,0
1651,0
1652,1
1653,0
1654,1
1655,0
1656,0
1657,0
1658,1
1659,0
1660,0
1661,0
1662,1
1663,0
1664,0
1665,1
1666,0
1667,0
1668,0
1669,1
1670,1
1671,0
1672,0
1673,0
1674,1
1675,0
1676,1
1677,0
1678,0
1679,1
1680,0
1681,1
1682,0
1683,1
1684,1
1685,1
1686,0
1687,0
1688,0
1689,1
1690,0
1691,0
1692,1
1693,0
1694,1
1695,1
1696,0
1697,0
1698,0
1699,0
1700,1
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,1
1710,0
1711,1
1712,0
1713,1
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,0
1721,0
1722,0
1723,1
1724,0
1725,0
1726,0
1727,0
1728,1
1729,1
1730,1
1731,0
1732,0
1733,0
1734,0
1735,1
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,1
1743,0
1744,0
1745,0
1746,0
1747,1
1748,1
1749,0
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,0
1757,0
1758,1
1759,1
1760,0
1761,1
1762,1
1763,0
1764,0
1765,0
1766,0
1767,1
1768,1
1769,0
1770,0
1771,1
1772,0
1773,0
1774,0
1775,1
1776,1
1777,0
1778,1
1779,0
1780,0
1781,0
1782,0
1783,1
1784,0
1785,1
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,1
1796,0
1797,1
1798,0
1799,0
1800,1
1801,0
1802,0
1803,1
1804,0
1805,0
1806,0
1807,0
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,0
1815,0
1816,1
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,1
1824,0
1825,0
1826,1
1827,0
1828,1
1829,0
1830,0
1831,1
1832,0
1833,0
1834,1
1835,0
1836,0
1837,0
1838,1
1839,1
1840,1
1841,1
1842,1
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,1
1856,0
1857,0
1858,1
1859,0
1860,1
1861,0
1862,0
1863,1
1864,0
1865,0
1866,1
1867,0
1868,1
1869,0
1870,0
1871,1
1872,1
1873,0
1874,1
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,1
1882,0
1883,1
1884,1
1885,1
1886,0
1887,1
1888,0
1889,1
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,1
1897,1
1898,0
1899,0
1900,0
1901,1
1902,0
1903,0
1904,0
1905,1
1906,1
1907,0
1908,0
1909,0
1910,1
1911,1
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,1
1923,1
1924,0
1925,1
1926,0
1927,0
1928,0
1929,0
1930,1
1931,1
1932,0
1933,0
1934,1
1935,0
1936,1
1937,0
1938,0
1939,1
1940,0
1941,1
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,1
1962,0
1963,1
1964,0
1965,0
1966,1
1967,0
1968,0
1969,0
1970,1
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,1
1978,1
1979,1
1980,1
1981,1
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,1
1991,1
1992,0
1993,0
1994,1
1995,0
1996,0
1997,1
1998,1
1999,0
2000,0
2001,1
2002,0
2003,1
2004,1
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,1
2014,0
2015,0
2016,1
2017,0
2018,1
2019,0
2020,0
2021,1
2022,1
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,1
2030,1
2031,1
2032,1
2033,0
2034,0
2035,1
2036,0
2037,0
2038,0
2039,0
2040,0
2041,1
2042,0
2043,1
2044,0
2045,0
2046,0
2047,1
2048,0
2049,0
2050,0
2051,0
2052,1
2053,1
2054,0
2055,1
2056,0
2057,0
2058,1
2059,0
2060,1
2061,0
2062,0
2063,1
2064,1
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,1
2077,1
2078,0
2079,1
2080,1
2081,0
2082,0
2083,0
2084,1
2085,1
2086,1
2087,0
2088,0
2089,0
2090,1
2091,0
2092,1
2093,1
2094,1
2095,0
2096,1
2097,1
2098,0
2099,0
2100,1
2101,0
2102,0
2103,0
2104,0
2105,1
2106,0
2107,1
2108,1
2109,1
2110,0
2111,1
2112,0
2113,0
2114,1
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,1
2132,0
2133,0
2134,1
2135,0
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,1
2149,0
2150,1
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,1
2163,1
2164,0
2165,1
2166,0
2167,0
2168,0
2169,0
2170,1
2171,0
2172,0
2173,0
2174,0
2175,1
2176,0
2177,0
2178,1
2179,0
2180,0
2181,1
2182,0
2183,1
2184,1
2185,0
2186,0
2187,0
2188,1
2189,1
2190,1
2191,0
2192,0
2193,0
2194,1
2195,0
2196,0
2197,0
2198,1
2199,1
2200,0
2201,0
2202,1
2203,0
2204,1
2205,0
2206,0
2207,0
2208,0
2209,1
2210,0
2211,0
2212,0
2213,1
2214,0
2215,0
2216,0
2217,1
2218,0
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,1
2229,1
2230,0
2231,1
2232,0
2233,0
2234,1
2235,0
2236,1
2237,1
2238,0
2239,1
2240,0
2241,1
2242,1
2243,1
2244,0
2245,1
2246,1
2247,0
2248,0
2249,0
2250,0
2251,0
2252,1
2253,0
2254,0
2255,0
2256,1
2257,0
2258,0
2259,1
2260,0
2261,1
2262,0
2263,0
2264,1
2265,0
2266,0
2267,0
2268,1
2269,0
2270,1
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,0
2279,0
2280,0
2281,1
2282,1
2283,1
2284,0
2285,0
2286,0
2287,1
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,1
2297,0
2298,1
2299,0
2300,1
2301,0
2302,1
2303,0
2304,1
2305,1
2306,0
2307,1
2308,0
2309,0
2310,0
2311,1
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,1
2320,0
2321,1
2322,0
2323,0
2324,1
2325,1
2326,0
2327,0
2328,0
2329,1
2330,0
2331,1
2332,0
2333,0
2334,1
2335,1
2336,0
2337,1
2338,0
2339,1
2340,0
2341,0
2342,1
2343,0
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,1
2356,0
2357,0
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,0
2365,0
2366,0
2367,1
2368,0
2369,0
2370,1
2371,0
2372,0
2373,0
2374,0
2375,1
2376,0
2377,0
2378,0
2379,1
2380,1
2381,0
2382,1
2383,0
2384,0
2385,0
2386,0
2387,0
2388,1
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2398,0
2399,1
2400,0
2401,0
2402,0
2403,1
2404,0
2405,1
2406,1
2407,0
2408,0
2409,0
2410,1
2411,1
2412,1
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,1
2422,0
2423,1
2424,0
2425,0
2426,1
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,0
2436,0
2437,1
2438,0
2439,0
2440,1
2441,0
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,1
2456,1
2457,0
2458,0
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,0
2466,0
2467,1
2468,0
2469,1
2470,0
2471,1
2472,1
2473,0
2474,0
2475,1
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,1
2485,1
2486,0
2487,1
2488,1
2489,1
2490,1
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,0
2501,0
2502,1
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,0
2511,0
2512,0
2513,0
2514,1
2515,1
2516,1
2517,0
2518,0
2519,1
2520,1
2521,0
2522,0
2523,0
2524,1
2525,1
2526,1
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,1
2535,1
2536,0
2537,0
2538,0
2539,0
2540,1
2541,0
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,1
2555,0
2556,0
2557,0
2558,0
2559,0
2560,1
2561,1
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,0
2573,0
2574,0
2575,0
2576,1
2577,1
2578,0
2579,0
2580,1
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,1
2588,0
2589,0
2590,1
2591,0
2592,1
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,1
2605,0
2606,0
2607,0
2608,1
2609,0
2610,1
2611,1
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,1
2623,1
2624,0
2625,1
2626,0
2627,0
2628,0
2629,0
2630,1
2631,0
2632,1
2633,0
2634,0
2635,0
2636,0
2637,1
2638,0
2639,1
2640,0
2641,0
2642,0
2643,1
2644,0
2645,0
2646,0
2647,0
2648,0
2649,1
2650,1
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,0
2667,1
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,1
2675,0
2676,1
2677,0
2678,0
2679,0
2680,1
2681,1
2682,0
2683,0
2684,1
2685,0
2686,1
2687,0
2688,1
2689,0
2690,0
2691,1
2692,1
2693,0
2694,0
2695,1
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,1
2711,0
2712,1
2713,0
2714,1
2715,0
2716,0
2717,0
2718,1
2719,1
2720,0
2721,1
2722,1
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,1
2732,0
2733,1
2734,1
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,1
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,1
2752,0
2753,0
2754,1
2755,0
2756,0
2757,1
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,0
2765,0
2766,1
2767,0
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,0
2775,0
2776,0
2777,1
2778,0
2779,1
2780,0
2781,0
2782,1
2783,0
2784,0
2785,0
2786,1
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,1
2798,0
2799,0
2800,1
2801,0
2802,1
2803,0
2804,0
2805,1
2806,0
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,0
2815,0
2816,0
2817,1
2818,0
2819,1
2820,0
2821,1
2822,0
2823,1
2824,0
2825,0
2826,1
2827,0
2828,0
2829,0
2830,1
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,1
2838,1
2839,0
2840,0
2841,0
2842,0
2843,1
2844,0
2845,0
2846,0
2847,0
2848,1
2849,0
2850,0
2851,1
2852,1
2853,0
2854,0
2855,1
2856,0
2857,0
2858,1
2859,0
2860,0
2861,1
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,1
2870,1
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,1
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,1
2886,0
2887,1
2888,0
2889,0
2890,1
2891,1
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,1
2905,0
2906,0
2907,0
2908,0
2909,1
2910,1
2911,1
2912,1
2913,1
2914,0
2915,0
2916,1
2917,1
2918,0
2919,1
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,1
2933,0
2934,1
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,1
2945,0
2946,0
2947,1
2948,0
2949,0
2950,1
2951,0
2952,0
2953,1
2954,0
2955,1
2956,0
2957,0
2958,0
2959,0
2960,0
2961,1
2962,0
2963,0
2964,1
2965,0
2966,0
2967,0
2968,0
2969,1
2970,1
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,1
2980,0
2981,0
2982,1
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,1
2992,1
2993,0
2994,1
2995,0
2996,0
